العام,الربع,الكيان القانوني,المكتب,باب النشاط,قسم النشاط,حجم المنشأة,عدد المنشآت المسجلة بمشترك واحد أو أكثر
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,1 ~ 4,5
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,10 ~ 19,1
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,20 ~ 39,1
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,40 ~ 59,1
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,5 ~ 9,1
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",1 ~ 4,15
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",5 ~ 9,10
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",10 ~ 19,9
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",40 ~ 59,1
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",100 ~ 199,2
2024,الربع الأول,جمعية,مكتب محافظة الطائف,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,20 ~ 39,1
2024,الربع الأول,جمعية,مكتب محافظة الطائف,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",1 ~ 4,3
2024,الربع الأول,جمعية,مكتب محافظة ينبع,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,20 ~ 39,1
2024,الربع الأول,جمعية,مكتب محافظة ينبع,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",1 ~ 4,15
2024,الربع الأول,جمعية,مكتب محافظة ينبع,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",5 ~ 9,5
2024,الربع الأول,جمعية,مكتب محافظة ينبع,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",10 ~ 19,5
2024,الربع الأول,جمعية,مكتب محافظة ينبع,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",20 ~ 39,1
2024,الربع الأول,جمعية,مكتب محافظة ينبع,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",80 ~ 99,1
2024,الربع الأول,جمعية,مكتب محافظة ينبع,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,10 ~ 19,1
2024,الربع الأول,جمعية,مكتب محافظة ينبع,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",1 ~ 4,3
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,1 ~ 4,4
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,40 ~ 59,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,100 ~ 199,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",1 ~ 4,15
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",5 ~ 9,4
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",10 ~ 19,3
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",40 ~ 59,2
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",60 ~ 79,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",80 ~ 99,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,1 ~ 4,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",1 ~ 4,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,1 ~ 4,2
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,20 ~ 39,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,التعليم,التعليم,5 ~ 9,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",1 ~ 4,1
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",5 ~ 9,4
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",10 ~ 19,2
2024,الربع الأول,جمعية,مكتب المنطقة الشرقية,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",20 ~ 39,1
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,1 ~ 4,2
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,5 ~ 9,2
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة المنظمات ذات العضوية,20 ~ 39,1
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,الإقامة,5 ~ 9,1
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",1 ~ 4,8
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",5 ~ 9,5
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",10 ~ 19,4
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",40 ~ 59,2
2024,الربع الأول,جمعية,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",60 ~ 79,1
